0.000000,0.000000
0.245822,0.000000
0.491643,0.000000
0.737465,0.000000
0.983286,0.000000
1.229108,0.000000
1.474930,0.000000
1.720751,0.000000
1.966573,0.000000
2.212395,0.000000
2.458216,0.000000
2.704038,0.000000
2.949859,0.000000
3.195681,0.000000
3.441503,0.000000
3.687324,0.000000
3.933146,0.000000
4.178967,0.000000
4.424789,0.000000
4.670611,0.000000
4.916432,0.000000
4.916432,0.000000
4.864484,0.051948
4.812536,0.103896
4.760588,0.155845
4.708639,0.207793
4.656691,0.259741
4.604743,0.311689
4.552795,0.363638
4.500847,0.415586
4.448898,0.467534
4.396950,0.519482
4.345002,0.571430
4.293054,0.623379
4.241105,0.675327
4.189157,0.727275
4.137209,0.779223
4.085261,0.831172
4.033313,0.883120
3.981364,0.935068
3.929416,0.987016
3.877468,1.038964
3.877468,1.038964
3.683595,0.987016
3.489721,0.935068
3.295848,0.883120
3.101974,0.831172
2.908101,0.779223
2.714228,0.727275
2.520354,0.675327
2.326481,0.623379
2.132607,0.571430
1.938734,0.519482
1.744861,0.467534
1.550987,0.415586
1.357114,0.363638
1.163240,0.311689
0.969367,0.259741
0.775494,0.207793
0.581620,0.155845
0.387747,0.103896
0.193873,0.051948
0.000000,0.000000
